ID,customer_id,country_id,tbl_loan_id,lender_id,loan_type,Total_Amount,Total_Amount_to_Repay,disbursement_date,due_date,duration,New_versus_Repeat,Amount_Funded_By_Lender,Lender_portion_Funded,Lender_portion_to_be_repaid,target
ID_247764248196267278,247764,Kenya,248196,267278,Type_1,1025.0,1065.0,2022-08-30,2022-09-06,7,Repeat Loan,307.5,0.3,320.0,0
ID_244871302951267278,244871,Kenya,302951,267278,Type_1,1500.0,1555.0,2022-11-22,2022-11-29,7,Repeat Loan,450.0,0.3,467.0,0
ID_249076248946267278,249076,Kenya,248946,267278,Type_1,15312.0,15312.0,2022-08-31,2022-09-07,7,Repeat Loan,4593.6,0.3,4594.0,0
ID_266070260670267278,266070,Kenya,260670,267278,Type_1,1500.0,1511.0,2022-09-16,2022-09-23,7,Repeat Loan,1.64,0.00109333333333333,2.0,0
ID_260677283656267278,260677,Kenya,283656,267278,Type_1,2300.0,2300.0,2022-10-17,2022-10-24,7,Repeat Loan,690.0,0.3,690.0,0
ID_241552231936267278,241552,Kenya,231936,267278,Type_1,4761.0,4807.0,2022-08-04,2022-08-11,7,Repeat Loan,1428.3,0.3,1442.0,0
ID_250689281518267278,250689,Kenya,281518,267278,Type_1,1295.0,1295.0,2022-10-14,2022-10-21,7,Repeat Loan,388.5,0.3,389.0,0
ID_254014279845267278,254014,Kenya,279845,267278,Type_1,11309.0,11309.0,2022-10-11,2022-10-18,7,Repeat Loan,2400.72,0.212284021575736,2401.0,0
ID_242189305084267278,242189,Kenya,305084,267278,Type_1,1983.0,2056.0,2022-11-26,2022-12-03,7,Repeat Loan,13.93,0.00702471003530005,14.0,0
ID_245304285252267278,245304,Kenya,285252,267278,Type_1,519.0,531.0,2022-10-20,2022-10-27,7,Repeat Loan,155.7,0.3,159.0,0
ID_252885249638267278,252885,Kenya,249638,267278,Type_1,1249.0,1249.0,2022-09-01,2022-09-08,7,Repeat Loan,0.0,0.0,0.0,0
ID_267045248779267278,267045,Kenya,248779,267278,Type_1,4449.0,4449.0,2022-08-31,2022-09-07,7,Repeat Loan,1334.7,0.3,1335.0,0
ID_256406221149267278,256406,Kenya,221149,267278,Type_1,2000.0,2029.0,2022-07-21,2022-07-28,7,Repeat Loan,600.0,0.3,609.0,0
ID_244857235465267278,244857,Kenya,235465,267278,Type_1,6499.0,6499.0,2022-08-12,2022-08-19,7,Repeat Loan,1949.7,0.3,1950.0,0
ID_244561250215267278,244561,Kenya,250215,267278,Type_1,9398.0,9421.0,2022-09-02,2022-09-09,7,Repeat Loan,0.0,0.0,0.0,0
ID_265607289945267278,265607,Kenya,289945,267278,Type_1,1098.0,1098.0,2022-10-28,2022-11-04,7,Repeat Loan,0.0,0.0,0.0,0
ID_266671235986267278,266671,Kenya,235986,267278,Type_1,8738.0,8738.0,2022-08-12,2022-08-19,7,Repeat Loan,2621.4,0.3,2621.0,0
ID_268758222839267278,268758,Kenya,222839,267278,Type_1,5199.0,5231.0,2022-07-23,2022-07-30,7,Repeat Loan,1559.7,0.3,1569.0,0
ID_22710126572245684,22710,Kenya,126572,245684,Type_10,17000.0,18255.0,2022-03-15,2022-04-14,30,Repeat Loan,10000.0,0.588235294117647,10738.0,0
ID_259331257282267278,259331,Kenya,257282,267278,Type_1,4905.0,4905.0,2022-09-12,2022-09-19,7,Repeat Loan,1471.5,0.3,1472.0,0
ID_251865247541267278,251865,Kenya,247541,267278,Type_1,3000.0,3000.0,2022-08-30,2022-09-06,7,Repeat Loan,900.0,0.3,900.0,0
ID_258024260935267278,258024,Kenya,260935,267278,Type_1,10688.0,10688.0,2022-09-16,2022-09-23,7,Repeat Loan,0.0,0.0,0.0,0
ID_190905285457267278,190905,Kenya,285457,267278,Type_1,3839.0,3839.0,2022-10-20,2022-10-27,7,Repeat Loan,1.36,0.000354258921594165,1.0,0
ID_265212269854267278,265212,Kenya,269854,267278,Type_1,4500.0,4500.0,2022-09-28,2022-10-05,7,Repeat Loan,210.0,0.0466666666666666,210.0,0
ID_266356272543267278,266356,Kenya,272543,267278,Type_1,2149.0,2292.0,2022-10-01,2022-10-08,7,Repeat Loan,0.0,0.0,0.0,0
ID_247926225746267278,247926,Kenya,225746,267278,Type_1,18000.0,18446.0,2022-07-27,2022-08-03,7,Repeat Loan,5400.0,0.3,5534.0,0
ID_265568231212267278,265568,Kenya,231212,267278,Type_1,11328.0,11396.0,2022-08-03,2022-08-10,7,Repeat Loan,3398.4,0.3,3419.0,0
ID_242353267385267278,242353,Kenya,267385,267278,Type_1,3398.0,3422.0,2022-09-26,2022-10-03,7,Repeat Loan,1019.4,0.3,1027.0,0
ID_249946266767267278,249946,Kenya,266767,267278,Type_1,1920.0,1934.0,2022-09-24,2022-10-01,7,Repeat Loan,576.0,0.3,580.0,0
ID_262939214745267278,262939,Kenya,214745,267278,Type_1,805.0,805.0,2022-07-13,2022-07-20,7,Repeat Loan,241.5,0.3,242.0,0
ID_262156279951267278,262156,Kenya,279951,267278,Type_1,4327.0,4615.0,2022-10-12,2022-10-19,7,Repeat Loan,1298.1,0.3,1385.0,0
ID_251365242693267278,251365,Kenya,242693,267278,Type_1,19587.0,19705.0,2022-08-23,2022-08-30,7,Repeat Loan,1368.0,0.0698422423035687,1376.0,0
ID_254146243183267278,254146,Kenya,243183,267278,Type_1,5908.0,5908.0,2022-08-24,2022-08-31,7,Repeat Loan,1772.4,0.3,1772.0,0
ID_264463306375267278,264463,Kenya,306375,267278,Type_4,10000.0,10700.0,2023-01-16,2023-02-16,31,Repeat Loan,1333.0,0.1333,1426.0,0
ID_255739269346267278,255739,Kenya,269346,267278,Type_1,5058.0,5058.0,2022-09-28,2022-10-05,7,Repeat Loan,1517.4,0.3,1517.0,0
ID_261674247613267278,261674,Kenya,247613,267278,Type_1,5849.0,5849.0,2022-08-30,2022-09-06,7,Repeat Loan,0.0,0.0,0.0,0
ID_266760224009267278,266760,Kenya,224009,267278,Type_1,1500.0,1544.0,2022-07-25,2022-08-01,7,Repeat Loan,450.0,0.3,463.0,0
ID_261875232656267278,261875,Kenya,232656,267278,Type_1,3098.0,3142.0,2022-08-06,2022-08-13,7,Repeat Loan,929.4,0.3,943.0,0
ID_258777280115267278,258777,Kenya,280115,267278,Type_1,1548.0,1548.0,2022-10-12,2022-10-19,7,Repeat Loan,0.0,0.0,0.0,0
ID_252332271673267278,252332,Kenya,271673,267278,Type_1,1083.0,1083.0,2022-09-30,2022-10-07,7,Repeat Loan,324.9,0.3,325.0,0
ID_242329240354267278,242329,Kenya,240354,267278,Type_1,2699.0,2699.0,2022-08-19,2022-08-26,7,Repeat Loan,809.7,0.3,810.0,0
ID_251535374772267278,251535,Kenya,374772,267278,Type_7,43954.0,45493.0,2024-11-06,2024-11-13,7,Repeat Loan,8791.0,0.200004550211584,9099.0,0
ID_254272240929267278,254272,Kenya,240929,267278,Type_1,2000.0,2074.0,2022-08-20,2022-08-27,7,Repeat Loan,600.0,0.3,622.0,0
ID_252103243858267278,252103,Kenya,243858,267278,Type_1,2699.0,2699.0,2022-08-25,2022-09-01,7,Repeat Loan,809.7,0.3,810.0,0
ID_268929235522267278,268929,Kenya,235522,267278,Type_1,1571.0,1631.0,2022-08-12,2022-08-19,7,Repeat Loan,471.3,0.3,489.0,0
ID_267211279183267278,267211,Kenya,279183,267278,Type_1,53362.0,54657.0,2022-10-11,2022-10-18,7,Repeat Loan,16008.6,0.3,16397.0,0
ID_258038296028267278,258038,Kenya,296028,267278,Type_1,2030.0,2030.0,2022-11-08,2022-11-15,7,Repeat Loan,609.0,0.3,609.0,0
ID_257619302417267278,257619,Kenya,302417,267278,Type_1,2099.0,2107.0,2022-11-21,2022-11-28,7,Repeat Loan,629.7,0.3,632.0,0
ID_264324267604267278,264324,Kenya,267604,267278,Type_1,4938.0,5084.0,2022-09-26,2022-10-03,7,Repeat Loan,1481.4,0.3,1525.0,0
ID_243708258750267278,243708,Kenya,258750,267278,Type_1,10774.0,11041.0,2022-09-14,2022-09-21,7,Repeat Loan,3232.2,0.3,3312.0,0
ID_239479223213267278,239479,Kenya,223213,267278,Type_1,5720.0,5720.0,2022-07-23,2022-07-30,7,Repeat Loan,1716.0,0.3,1716.0,0
ID_260067291838267278,260067,Kenya,291838,267278,Type_1,3699.0,3699.0,2022-11-01,2022-11-08,7,Repeat Loan,1109.7,0.3,1110.0,0
ID_260248225470267278,260248,Kenya,225470,267278,Type_1,33585.0,33585.0,2022-07-27,2022-08-03,7,Repeat Loan,10075.5,0.3,10076.0,0
ID_308438375124251804,308438,Kenya,375124,251804,Type_7,54905.0,56827.0,2024-11-11,2024-11-18,7,Repeat Loan,9151.0,0.166669702212913,9471.0,0
ID_259111217368267278,259111,Kenya,217368,267278,Type_1,730.0,749.0,2022-07-16,2022-07-23,7,Repeat Loan,219.0,0.3,225.0,0
ID_247038265639267278,247038,Kenya,265639,267278,Type_1,2999.0,2999.0,2022-09-23,2022-09-30,7,Repeat Loan,899.7,0.3,900.0,0
ID_252522289648267278,252522,Kenya,289648,267278,Type_1,960.0,969.0,2022-10-28,2022-11-04,7,Repeat Loan,288.0,0.3,291.0,0
ID_246106302141267278,246106,Kenya,302141,267278,Type_1,14100.0,14357.0,2022-11-21,2022-11-28,7,Repeat Loan,4230.0,0.3,4307.0,0
ID_239783257275267278,239783,Kenya,257275,267278,Type_1,18725.0,19057.0,2022-09-12,2022-09-19,7,Repeat Loan,5617.5,0.3,5717.0,0
ID_245015253534267278,245015,Kenya,253534,267278,Type_1,2989.0,3043.0,2022-09-06,2022-09-13,7,Repeat Loan,896.7,0.3,913.0,0
ID_243643246937267278,243643,Kenya,246937,267278,Type_1,1798.0,1798.0,2022-08-29,2022-09-05,7,Repeat Loan,539.4,0.3,539.0,0
ID_258074240932267278,258074,Kenya,240932,267278,Type_1,34540.0,34540.0,2022-08-20,2022-08-27,7,Repeat Loan,302.25,0.0087507237984945,302.0,0
ID_259749281940267278,259749,Kenya,281940,267278,Type_1,70990.0,70990.0,2022-10-14,2022-10-21,7,Repeat Loan,0.0,0.0,0.0,0
ID_40047223104267278,40047,Kenya,223104,267278,Type_1,1733.0,1798.0,2022-07-23,2022-07-30,7,Repeat Loan,519.9,0.3,539.0,0
ID_243323251286267278,243323,Kenya,251286,267278,Type_1,2875.0,2980.0,2022-09-03,2022-09-10,7,Repeat Loan,862.5,0.3,894.0,0
ID_242352214430267278,242352,Kenya,214430,267278,Type_1,2400.0,2417.0,2022-07-13,2022-07-20,7,Repeat Loan,1200.0,0.5,1209.0,0
ID_252102253686267278,252102,Kenya,253686,267278,Type_1,420.0,441.0,2022-09-07,2022-09-14,7,Repeat Loan,126.0,0.3,132.0,0
ID_241610234100267278,241610,Kenya,234100,267278,Type_1,4989.0,5039.0,2022-08-10,2022-08-17,7,Repeat Loan,1496.7,0.3,1512.0,0
ID_248304246076267278,248304,Kenya,246076,267278,Type_1,2450.0,2468.0,2022-08-27,2022-09-03,7,Repeat Loan,54.85,0.0223877551020408,55.0,0
ID_260239247370267278,260239,Kenya,247370,267278,Type_1,12659.0,12902.0,2022-08-29,2022-09-05,7,Repeat Loan,405.7,0.0320483450509518,413.0,0
ID_252994284689267278,252994,Kenya,284689,267278,Type_1,6216.0,6407.0,2022-10-19,2022-10-26,7,Repeat Loan,0.0,0.0,0.0,0
ID_265620228086267278,265620,Kenya,228086,267278,Type_1,1567.0,1620.0,2022-07-30,2022-08-06,7,Repeat Loan,470.1,0.3,486.0,0
ID_257043293848267278,257043,Kenya,293848,267278,Type_1,1100.0,1106.0,2022-11-04,2022-11-11,7,Repeat Loan,330.0,0.3,332.0,0
ID_254458219602267278,254458,Kenya,219602,267278,Type_1,22918.0,23759.0,2022-07-19,2022-07-26,7,Repeat Loan,6875.4,0.3,7128.0,0
ID_249101259116267278,249101,Kenya,259116,267278,Type_1,15162.0,15255.0,2022-09-14,2022-09-21,7,Repeat Loan,0.0,0.0,0.0,0
ID_246608215445267278,246608,Kenya,215445,267278,Type_1,10598.0,10598.0,2022-07-14,2022-07-21,7,Repeat Loan,3179.4,0.3,3179.0,0
ID_263548283185267278,263548,Kenya,283185,267278,Type_1,4164.0,4164.0,2022-10-17,2022-10-24,7,Repeat Loan,1249.2,0.3,1249.0,0
ID_265350228124267278,265350,Kenya,228124,267278,Type_1,1318.0,1368.0,2022-07-30,2022-08-06,7,Repeat Loan,395.4,0.3,410.0,0
ID_257942243327267278,257942,Kenya,243327,267278,Type_1,819.0,825.0,2022-08-24,2022-08-31,7,Repeat Loan,245.7,0.3,248.0,0
ID_251075259939267278,251075,Kenya,259939,267278,Type_1,3379.0,3379.0,2022-09-15,2022-09-22,7,Repeat Loan,98.37,0.0291121633619414,98.0,0
ID_248850218449267278,248850,Kenya,218449,267278,Type_1,17954.0,18502.0,2022-07-18,2022-07-25,7,Repeat Loan,5386.2,0.3,5551.0,0
ID_264016257674267278,264016,Kenya,257674,267278,Type_1,3424.0,3783.0,2022-09-12,2022-09-19,7,Repeat Loan,0.89,0.000259929906542056,1.0,0
ID_253663229648267278,253663,Kenya,229648,267278,Type_1,839.0,841.0,2022-08-01,2022-08-08,7,Repeat Loan,251.7,0.3,252.0,0
ID_256453251785267278,256453,Kenya,251785,267278,Type_1,2340.0,2391.0,2022-09-05,2022-09-12,7,Repeat Loan,702.0,0.3,717.0,0
ID_52961237512267278,52961,Kenya,237512,267278,Type_1,1359.0,1359.0,2022-08-15,2022-08-22,7,Repeat Loan,407.7,0.3,408.0,0
ID_273584357507267278,273584,Kenya,357507,267278,Type_4,10000.0,10700.0,2023-08-02,2023-09-01,30,Repeat Loan,2375.0,0.2375,2541.0,0
ID_261296255137267278,261296,Kenya,255137,267278,Type_1,860.0,860.0,2022-09-09,2022-09-16,7,Repeat Loan,258.0,0.3,258.0,0
ID_270734266935267278,270734,Kenya,266935,267278,Type_1,4638.0,4638.0,2022-09-24,2022-10-01,7,Repeat Loan,0.0,0.0,0.0,0
ID_247158228897267278,247158,Kenya,228897,267278,Type_1,450.0,458.0,2022-07-30,2022-08-06,7,Repeat Loan,135.0,0.3,137.0,0
ID_249457222193267278,249457,Kenya,222193,267278,Type_1,1070.0,1070.0,2022-07-22,2022-07-29,7,Repeat Loan,321.0,0.3,321.0,0
ID_241875238656267278,241875,Kenya,238656,267278,Type_1,3169.0,3208.0,2022-08-17,2022-08-24,7,Repeat Loan,159.9,0.0504575575891448,162.0,0
ID_242364246484267278,242364,Kenya,246484,267278,Type_1,2604.0,2604.0,2022-08-29,2022-09-05,7,Repeat Loan,781.2,0.3,781.0,0
ID_248927250597267278,248927,Kenya,250597,267278,Type_1,24077.0,24077.0,2022-09-02,2022-09-09,7,Repeat Loan,1497.79,0.0622083316027744,1498.0,0
ID_272990306389251804,272990,Kenya,306389,251804,Type_5,26000.0,27400.0,2023-01-18,2023-02-01,14,Repeat Loan,3466.0,0.133307692307692,3653.0,0
ID_239110120394251804,239110,Kenya,120394,251804,Type_4,40000.0,42800.0,2022-02-28,2022-03-30,30,Repeat Loan,6400.0,0.16,6848.0,0
ID_246604217012267278,246604,Kenya,217012,267278,Type_1,16277.0,16572.0,2022-07-16,2022-07-23,7,Repeat Loan,4883.1,0.3,4972.0,0
ID_249405220271267278,249405,Kenya,220271,267278,Type_1,1910.0,1910.0,2022-07-20,2022-07-27,7,Repeat Loan,573.0,0.3,573.0,0
ID_244183267752267278,244183,Kenya,267752,267278,Type_1,600.0,600.0,2022-09-26,2022-10-03,7,Repeat Loan,30.04,0.0500666666666666,30.0,0
ID_239694276653267278,239694,Kenya,276653,267278,Type_1,3200.0,3412.0,2022-10-07,2022-10-14,7,Repeat Loan,960.0,0.3,1024.0,0
ID_268518246374267278,268518,Kenya,246374,267278,Type_1,12032.0,12400.0,2022-08-27,2022-09-03,7,Repeat Loan,0.0,0.0,0.0,0
ID_252928233302267278,252928,Kenya,233302,267278,Type_1,2217.0,2265.0,2022-08-08,2022-08-15,7,Repeat Loan,665.1,0.3,680.0,0
ID_262395265512267278,262395,Kenya,265512,267278,Type_1,63532.0,89455.0,2022-09-22,2022-09-29,7,Repeat Loan,19059.6,0.3,26837.0,1
ID_251566248331267278,251566,Kenya,248331,267278,Type_1,2995.0,2995.0,2022-08-31,2022-09-07,7,Repeat Loan,898.5,0.3,899.0,0
ID_261294222733267278,261294,Kenya,222733,267278,Type_1,1360.0,1410.0,2022-07-23,2022-07-30,7,Repeat Loan,408.0,0.3,423.0,0
ID_261535284882267278,261535,Kenya,284882,267278,Type_1,115470.0,118389.0,2022-10-19,2022-10-26,7,Repeat Loan,1062.36,0.00920031176929072,1089.0,0
ID_242464285211267278,242464,Kenya,285211,267278,Type_1,6627.0,6733.0,2022-10-20,2022-10-27,7,Repeat Loan,1988.1,0.3,2020.0,0
ID_246888238115267278,246888,Kenya,238115,267278,Type_1,679.0,679.0,2022-08-17,2022-08-24,7,Repeat Loan,203.7,0.3,204.0,0
ID_242314264639267278,242314,Kenya,264639,267278,Type_1,6804.0,6804.0,2022-09-21,2022-09-28,7,Repeat Loan,1146.15,0.16845238095238,1146.0,0
ID_245450305724267278,245450,Kenya,305724,267278,Type_1,3761.0,3897.0,2022-11-28,2022-12-05,7,Repeat Loan,43.62,0.0115979792608348,45.0,0
ID_255243226362267278,255243,Kenya,226362,267278,Type_1,9318.0,9431.0,2022-07-28,2022-08-04,7,Repeat Loan,2795.4,0.3,2829.0,0
ID_259586228876267278,259586,Kenya,228876,267278,Type_1,2349.0,2400.0,2022-07-30,2022-08-06,7,Repeat Loan,704.7,0.3,720.0,0
ID_253927221130267278,253927,Kenya,221130,267278,Type_1,9728.0,9728.0,2022-07-21,2022-07-28,7,Repeat Loan,2918.4,0.3,2918.0,0
ID_269954283487267278,269954,Kenya,283487,267278,Type_1,1500.0,2165.0,2022-10-17,2022-10-24,7,Repeat Loan,0.0,0.0,0.0,0
ID_255361274038267278,255361,Kenya,274038,267278,Type_1,8598.0,8598.0,2022-10-04,2022-10-11,7,Repeat Loan,1658.41,0.192883228657827,1658.0,0
ID_258793228115267278,258793,Kenya,228115,267278,Type_1,2920.0,2927.0,2022-07-30,2022-08-06,7,Repeat Loan,876.0,0.3,878.0,0
ID_268034295043267278,268034,Kenya,295043,267278,Type_1,3064.0,3152.0,2022-11-07,2022-11-14,7,Repeat Loan,919.2,0.3,946.0,0
ID_251898298569267278,251898,Kenya,298569,267278,Type_1,6530.0,6731.0,2022-11-14,2022-11-21,7,Repeat Loan,1959.0,0.3,2019.0,0
ID_266749240632267278,266749,Kenya,240632,267278,Type_1,16461.0,16745.0,2022-08-20,2022-08-27,7,Repeat Loan,1751.49,0.106402405686167,1782.0,0
ID_241608301987267278,241608,Kenya,301987,267278,Type_1,5449.0,5617.0,2022-11-21,2022-11-28,7,Repeat Loan,1634.7,0.3,1685.0,0
ID_255125297137267278,255125,Kenya,297137,267278,Type_1,4949.0,5085.0,2022-11-11,2022-11-18,7,Repeat Loan,1484.7,0.3,1526.0,0
ID_237235306200267278,237235,Kenya,306200,267278,Type_6,3200.0,3200.0,2022-12-22,2022-12-29,7,Repeat Loan,512.0,0.16,522.0,0
ID_251142250229267278,251142,Kenya,250229,267278,Type_1,46990.0,46990.0,2022-09-02,2022-09-09,7,Repeat Loan,0.0,0.0,0.0,0
ID_268881243818267278,268881,Kenya,243818,267278,Type_1,4884.0,5060.0,2022-08-25,2022-09-01,7,Repeat Loan,1465.2,0.3,1518.0,0
ID_264055251918267278,264055,Kenya,251918,267278,Type_1,1397.0,1480.0,2022-09-05,2022-09-12,7,Repeat Loan,150.0,0.107372942018611,159.0,0
ID_262542250832267278,262542,Kenya,250832,267278,Type_1,2429.0,2429.0,2022-09-03,2022-09-10,7,Repeat Loan,0.0,0.0,0.0,0
ID_251410254409267278,251410,Kenya,254409,267278,Type_1,24327.0,24407.0,2022-09-08,2022-09-15,7,Repeat Loan,7298.1,0.3,7322.0,0
ID_256944305450267278,256944,Kenya,305450,267278,Type_1,1500.0,1511.0,2022-11-28,2022-12-05,7,Repeat Loan,450.0,0.3,453.0,0
ID_263180218161267278,263180,Kenya,218161,267278,Type_1,2929.0,2929.0,2022-07-16,2022-07-23,7,Repeat Loan,878.7,0.3,879.0,0
ID_273335306327267278,273335,Kenya,306327,267278,Type_4,10000.0,10700.0,2023-01-09,2023-02-09,31,Repeat Loan,1333.0,0.1333,1426.0,0
ID_256151277505267278,256151,Kenya,277505,267278,Type_1,5484.0,5484.0,2022-10-08,2022-10-15,7,Repeat Loan,400.55,0.0730397520058351,401.0,0
ID_245174230787267278,245174,Kenya,230787,267278,Type_1,7269.0,7269.0,2022-08-02,2022-08-09,7,Repeat Loan,2180.7,0.3,2181.0,0
ID_247871269292267278,247871,Kenya,269292,267278,Type_1,1305.0,1305.0,2022-09-28,2022-10-05,7,Repeat Loan,391.5,0.3,392.0,0
ID_253186229714267278,253186,Kenya,229714,267278,Type_1,2092.0,2153.0,2022-08-01,2022-08-08,7,Repeat Loan,627.6,0.3,646.0,0
ID_245904267318267278,245904,Kenya,267318,267278,Type_1,3026.0,3092.0,2022-09-26,2022-10-03,7,Repeat Loan,907.8,0.3,928.0,0
ID_241528288510267278,241528,Kenya,288510,267278,Type_1,3889.0,3889.0,2022-10-26,2022-11-02,7,Repeat Loan,1166.7,0.3,1167.0,0
ID_271641263675267277,271641,Kenya,263675,267277,Type_2,100000.0,109243.0,2022-09-21,2023-05-19,240,Repeat Loan,3038.4,0.030384,4140.0,1
ID_262627289589267278,262627,Kenya,289589,267278,Type_1,3175.0,3267.0,2022-10-28,2022-11-04,7,Repeat Loan,952.5,0.3,980.0,0
ID_254913231825267278,254913,Kenya,231825,267278,Type_1,19001.0,19115.0,2022-08-04,2022-08-11,7,Repeat Loan,5700.3,0.3,5735.0,0
ID_254380279226267278,254380,Kenya,279226,267278,Type_1,2716.0,2716.0,2022-10-11,2022-10-18,7,Repeat Loan,168.11,0.0618961708394698,168.0,0
ID_247038254095267278,247038,Kenya,254095,267278,Type_1,5080.0,5080.0,2022-09-07,2022-09-14,7,Repeat Loan,0.0,0.0,0.0,0
ID_268832239485267278,268832,Kenya,239485,267278,Type_1,11065.0,11065.0,2022-08-18,2022-08-25,7,Repeat Loan,116.62,0.0105395390872119,117.0,0
ID_246828256032267278,246828,Kenya,256032,267278,Type_1,6659.0,6702.0,2022-09-10,2022-09-17,7,Repeat Loan,1997.7,0.3,2011.0,0
ID_254350285036267278,254350,Kenya,285036,267278,Type_1,7099.0,7118.0,2022-10-20,2022-10-27,7,Repeat Loan,2129.7,0.3,2135.0,0
ID_238716360825251804,238716,Kenya,360825,251804,Type_4,35000.0,37450.0,2023-12-11,2024-01-10,30,Repeat Loan,13125.0,0.375,14044.0,0
ID_254387291033267278,254387,Kenya,291033,267278,Type_1,4398.0,4524.0,2022-10-31,2022-11-07,7,Repeat Loan,1319.4,0.3,1357.0,0
ID_268216271192267278,268216,Kenya,271192,267278,Type_1,1278.0,1298.0,2022-09-30,2022-10-07,7,Repeat Loan,0.0,0.0,0.0,0
ID_266220286849267278,266220,Kenya,286849,267278,Type_1,1000.0,1015.0,2022-10-22,2022-10-29,7,Repeat Loan,15.9,0.0159,16.0,0
ID_255761229255267278,255761,Kenya,229255,267278,Type_1,2160.0,3334.0,2022-08-01,2022-08-08,7,Repeat Loan,648.0,0.3,1000.0,1
ID_246888252908267278,246888,Kenya,252908,267278,Type_1,1215.0,1215.0,2022-09-06,2022-09-13,7,Repeat Loan,214.98,0.176938271604938,215.0,0
ID_247818265175267278,247818,Kenya,265175,267278,Type_1,14275.0,14275.0,2022-09-22,2022-09-29,7,Repeat Loan,12.62,0.000884063047285464,13.0,0
ID_261406231134267278,261406,Kenya,231134,267278,Type_1,4990.0,4990.0,2022-08-03,2022-08-10,7,Repeat Loan,1497.0,0.3,1497.0,0
ID_265243297088267278,265243,Kenya,297088,267278,Type_1,475.0,475.0,2022-11-10,2022-11-17,7,Repeat Loan,142.5,0.3,143.0,0
ID_261988302486267278,261988,Kenya,302486,267278,Type_1,6579.0,6619.0,2022-11-22,2022-11-29,7,Repeat Loan,1973.7,0.3,1986.0,0
ID_257379299852267278,257379,Kenya,299852,267278,Type_1,21136.0,21290.0,2022-11-16,2022-11-23,7,Repeat Loan,3367.45,0.159322956093868,3392.0,0
ID_251124253814267278,251124,Kenya,253814,267278,Type_1,9883.0,9883.0,2022-09-07,2022-09-14,7,Repeat Loan,0.0,0.0,0.0,0
ID_256443305360267278,256443,Kenya,305360,267278,Type_1,4059.0,4059.0,2022-11-28,2022-12-05,7,Repeat Loan,1217.7,0.3,1218.0,0
ID_255331302308267278,255331,Kenya,302308,267278,Type_1,16704.0,17151.0,2022-11-21,2022-11-28,7,Repeat Loan,1664.75,0.0996617576628352,1709.0,0
ID_265617226308267278,265617,Kenya,226308,267278,Type_1,17839.0,18237.0,2022-07-27,2022-08-03,7,Repeat Loan,5351.7,0.3,5471.0,0
ID_249764260987267278,249764,Kenya,260987,267278,Type_1,61410.0,61410.0,2022-09-16,2022-09-23,7,Repeat Loan,4.21,6.85556098355316e-05,4.0,0
ID_259881303269267278,259881,Kenya,303269,267278,Type_1,6579.0,6611.0,2022-11-23,2022-11-30,7,Repeat Loan,0.0,0.0,0.0,0
ID_246100249123267278,246100,Kenya,249123,267278,Type_1,2280.0,2291.0,2022-09-01,2022-09-08,7,Repeat Loan,684.0,0.3,687.0,0
ID_252845251938267278,252845,Kenya,251938,267278,Type_1,10446.0,10446.0,2022-09-05,2022-09-12,7,Repeat Loan,35.87,0.00343385027761822,36.0,0
ID_258947244760267278,258947,Kenya,244760,267278,Type_1,4998.0,5090.0,2022-08-26,2022-09-02,7,Repeat Loan,1350.0,0.270108043217286,1375.0,0
ID_259281291785267278,259281,Kenya,291785,267278,Type_1,3874.0,3922.0,2022-11-01,2022-11-08,7,Repeat Loan,1162.2,0.3,1177.0,0
ID_258479265235267278,258479,Kenya,265235,267278,Type_1,3308.0,3308.0,2022-09-22,2022-09-29,7,Repeat Loan,165.48,0.0500241837968561,165.0,0
ID_250117259180267278,250117,Kenya,259180,267278,Type_1,6059.0,6170.0,2022-09-14,2022-09-21,7,Repeat Loan,1817.7,0.3,1851.0,0
ID_267344306572251804,267344,Kenya,306572,251804,Type_5,14500.0,15325.0,2023-02-06,2023-02-20,14,Repeat Loan,1933.0,0.133310344827586,2043.0,0
ID_247304300492267278,247304,Kenya,300492,267278,Type_1,5079.0,5110.0,2022-11-17,2022-11-24,7,Repeat Loan,1501.34,0.295597558574522,1511.0,0
ID_256146218651267278,256146,Kenya,218651,267278,Type_1,2804.0,2821.0,2022-07-18,2022-07-25,7,Repeat Loan,841.2,0.3,846.0,0
ID_244559302000267278,244559,Kenya,302000,267278,Type_1,5744.0,5849.0,2022-11-21,2022-11-28,7,Repeat Loan,1723.2,0.3,1755.0,0
ID_243413227438267278,243413,Kenya,227438,267278,Type_1,10687.0,10822.0,2022-07-29,2022-08-05,7,Repeat Loan,3206.1,0.3,3247.0,0
ID_241647231468267278,241647,Kenya,231468,267278,Type_1,6499.0,6499.0,2022-08-03,2022-08-10,7,Repeat Loan,1949.7,0.3,1950.0,0
ID_264893241281267278,264893,Kenya,241281,267278,Type_1,7659.0,7659.0,2022-08-20,2022-08-27,7,Repeat Loan,905.7,0.11825303564434,906.0,0
ID_243827224578267278,243827,Kenya,224578,267278,Type_1,21001.0,21383.0,2022-07-25,2022-08-01,7,Repeat Loan,6300.3,0.3,6415.0,0
ID_259149275583267278,259149,Kenya,275583,267278,Type_1,978.0,978.0,2022-10-06,2022-10-13,7,Repeat Loan,293.4,0.3,293.0,0
ID_257099236642267278,257099,Kenya,236642,267278,Type_1,14456.0,14808.0,2022-08-13,2022-08-20,7,Repeat Loan,436.2,0.0301743220807969,447.0,0
